,title,link,create_time
41,众志成山，武华成川,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655710008&idx=1&sn=771545693709441cd60eb2883cb220f7&chksm=8bd05c51bca7d54759ed5117fdf0709853426fec53b3c7449f80ab82c2f4c79f2a4a3dc2a054#rd,2020/3/31 19:48
42,2020年高考延期后有哪些新安排？教育部十问答详解,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655710004&idx=1&sn=2305b149e13a41ffd9cf0dd4c780b686&chksm=8bd05c5dbca7d54b65ff5cb910d465e1e5de4a859630a3cf355b9ba0a7fa6ef82f1bc85bf5b1#rd,2020/3/31 17:22
43,谢谢您，李兰娟院士！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709995&idx=1&sn=7c6d85a5c8c41c98f5af41be242cb8b1&chksm=8bd05c42bca7d5547e23b9c0c2bcb2c141404852781c3d8a3a7ebb170296288f540680153756#rd,2020/3/31 15:39
44,高考延期一个月，湖北待定！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709983&idx=1&sn=77fc2158c8b0b11d1d73984758f1c053&chksm=8bd05c76bca7d5604b56d9e42bb92c4d9ab1aa9066dc8e4873c8c232632f7d3318fcb0840d26#rd,2020/3/31 11:58
45,珞珈山“值守日记”,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709978&idx=1&sn=f2ab1957986dec43c0a394d7c860c3ec&chksm=8bd05c73bca7d5652e0e3e55fc60e95cfc056d0cb11a0e0f3a56f3251b979d6c8e237669efa6#rd,2020/3/31 10:11
46,ICU“黄金搭档”：一起救人，一起写诗,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709947&idx=1&sn=484f94fb6797b5ad58efbc5e2935fb9c&chksm=8bd05d92bca7d484f6de3164fedcc0116015b1fb61a9a184ac248a4f58f196cbf67295925189#rd,2020/3/30 18:32
47,??1090，撤离雷神山！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709945&idx=1&sn=a61842b93ffefc99190e371dbdfe8f73&chksm=8bd05d90bca7d486bbde76b8057460f6aa2883369d256450709ba3dd789656432ba0bb78ea4f#rd,2020/3/30 14:45
48,一朵樱花的梦想,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709926&idx=1&sn=85077b3ef5a66102f9183a2769a6fd38&chksm=8bd05d8fbca7d4991e5fb8967dabcf3f3d63aac88f69b648f2743d6b01beed5f8dc800ff781a#rd,2020/3/30 10:04
49,是家，是珈,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709914&idx=1&sn=ce71db63080529bf7e36958002b8934a&chksm=8bd05db3bca7d4a591400e96f140daceff99890c3fb041a381fec8437ae733a1a473a84f9694#rd,2020/3/29 21:05
50,快来为武大向上向善好青年点赞！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709894&idx=1&sn=6b4201db992cb28c8a846bdb48339598&chksm=8bd05dafbca7d4b98765e1b6b06fd9b4371317861c78928d5c8ae2b4f109c9da08ccb460a48c#rd,2020/3/29 18:26
51,祝贺 | 8个新冠肺炎病区关闭,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709881&idx=1&sn=16e30a5edf865d16bfaa24fc276fc791&chksm=8bd05dd0bca7d4c6c1307a3faa3f93885a3e7a67c3697d9b43ca9c05dff1607eaea03ba3e526#rd,2020/3/29 14:08
52,35张图，铭记每一个你,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709873&idx=1&sn=4a46279f598df4cb73e0b4201e124df6&chksm=8bd05dd8bca7d4ce2cacfb60bb9ec9784a34d87816e71e0c4202188225e9f32d92cbdc6e1149#rd,2020/3/29 9:48
53,想象，这样一个樱花季,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709862&idx=1&sn=0f5a6a4a2e59a0686b398e1588f801a9&chksm=8bd05dcfbca7d4d94e7502a43f0bd5aa8dcb371638b9a260d432d32447a295ec9d4a2c73d39d#rd,2020/3/28 22:34
54,我用《祝福》回答美好,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709859&idx=1&sn=d3a2ef2995090424b4747a0ac71603a9&chksm=8bd05dcabca7d4dc6a9f0653cbf66d74e6c83e3f943056089ef6900a91ff7188290ca8bdeca1#rd,2020/3/28 19:54
55,此生不悔入珞珈,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709858&idx=1&sn=bcbd1b28967e5235a07be6d33cf90780&chksm=8bd05dcbbca7d4ddbeab2e94272afb8934e69bd4d31f908c43a43b8ad75f66afd69703ce7952#rd,2020/3/28 16:32
56,等不到人海的樱花，谢了,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709820&idx=1&sn=a608681df07680a05791c0f517162ec2&chksm=8bd05d15bca7d403a46e636ea78cbc6e09d59f42d0f5635df4dfc8bea9fea30ae79bd6c5753d#rd,2020/3/28 10:30
57,“解封”后，你最想做……,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709812&idx=1&sn=719cacfa8f278ad9ecebf527218d98cf&chksm=8bd05d1dbca7d40b0bc8a65b2fe4b2cfaf5c1c63457f53eadd88e34341a49ee381b783d8c5a4#rd,2020/3/27 20:49
58,官宣 | 庚子・珞樱,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709809&idx=1&sn=73e6244eddc8141e90986b4645a5733a&chksm=8bd05d18bca7d40ebd313c11c2003757e92c3d4b556d1fed6905c433a7ca6e98d3820271499a#rd,2020/3/27 17:03
59,焦点访谈聚焦武大 | 救治在一线，科研当先锋,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709808&idx=1&sn=561bb8524b9abb3ee5d9179e9cebe4e1&chksm=8bd05d19bca7d40f3bc1a765f997e36c48e807ebfbb703d7dab6726ae72426315538c4579a7f#rd,2020/3/27 15:29
60,中国“策”，战危机,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709781&idx=1&sn=ff51d078cebd6c120a0eb85285230345&chksm=8bd05d3cbca7d42a441abdb1855c427c24aa00434a156c628e3c1b2d2da0dd27d94760326ee5#rd,2020/3/27 10:30
61,樱为你，定格！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709778&idx=1&sn=0a6a216db29cba5bedf3149b0b2b0eb5&chksm=8bd05d3bbca7d42d713b5f05aeb621d86f4212b56ebacace996974d6b4bd97681ad95d5cc37d#rd,2020/3/26 20:59
62,听於可训教授讲人对自然的态度 | 武大战疫视频公开课⑤,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709765&idx=1&sn=d687061b85d071521ca095c00a6eaafe&chksm=8bd05d2cbca7d43a47b11a218cf43531b9f83be1caa673c651754603a850998a9db0775379c7#rd,2020/3/26 16:13
63,“风暴之眼”，首部战“疫”全景纪录片,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709758&idx=1&sn=ff97cffec1ff9c6ad242a5123dafdca5&chksm=8bd05d57bca7d441ccaadb700cca9c82d6386c72f06e757c968f1f56299418e13f71ab8c8795#rd,2020/3/26 12:21
64,这首歌，唱暖了珞珈山,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709750&idx=1&sn=d4ae91f1454d61a2f59b9bdb84009a2f&chksm=8bd05d5fbca7d4492968234c5ed09fa25e32fc1d6d5c8ae17ed10e0ca22a0f48bf25eaa6c7c5#rd,2020/3/26 10:01
65,武大校友总会倡议：我为海外校友捐口罩！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709740&idx=1&sn=33575d9170d4430011f2d224bdb30c11&chksm=8bd05d45bca7d453c8117148095bd0073855dbba1b102039a3ca14a9cdb84ee9400ca9f73bf8#rd,2020/3/25 20:50
66,樱？雪？,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709728&idx=1&sn=144e86df827e159f2b931818a9271204&chksm=8bd05d49bca7d45f08d8a4f003673821cc4c4f8dab13e7654068b95453b9ee2dae251057952f#rd,2020/3/25 18:14
67,守护力，正青春,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709699&idx=1&sn=5f89b23f5598c414abdeed41fc4c14e8&chksm=8bd05d6abca7d47ceca6de6d0a6b7661281dec9729f210e86184caeaad5cbff93090e6bbb523#rd,2020/3/25 14:06
68,一封珈书 | 武汉，我想你了！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709684&idx=1&sn=0704695dd56064543e11fdaacc6df65b&chksm=8bd05e9dbca7d78b5cdb0f263c58a7b3ecab7d9a7660f2699d8e58b2d60cd37217701b696525#rd,2020/3/25 9:46
69,@黑龙江高三学妹，请收下这封回信,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709660&idx=1&sn=a48bb2582136d511cc75f2d16755a3f2&chksm=8bd05eb5bca7d7a3338452bd1f0a1eaa7fa1eaf68dbfc7a15ccc7f386b483c734367569b3553#rd,2020/3/24 20:13
70,病毒长什么样？“毒王”是谁？| 战疫视频公开课④,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709629&idx=1&sn=3defb60cfe191ec50cadd671a6df192c&chksm=8bd05ed4bca7d7c22ece2fbece8451d254c5f30e710c9970efdb71815bc1bee4f0cfada2b422#rd,2020/3/24 17:25
71,武大校长带你“云”赏樱,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709568&idx=1&sn=36122d8c1ddc8d5618c4bb27e629ee20&chksm=8bd05ee9bca7d7ff18bb322bb6a5a271b3bf542d491b5f2022a39b5faaf909c9d7fe1356cf0f#rd,2020/3/24 14:18
72,樱花树下的故事，等你来讲,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709560&idx=1&sn=e6e21bf132bf7ad74fb027986b45fd9e&chksm=8bd05e11bca7d707be3afd74b56f424d43dd9e82ad8a1e977227093008f80b978e9ae18d2fb3#rd,2020/3/24 9:55
73,这花瓣，就是春天,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709555&idx=1&sn=8fb19dd7b56251326047a57df3cdc624&chksm=8bd05e1abca7d70c1997aaabe010f476628f365eabf7442dd3f8250cdfa5a3f80ac3713b74f5#rd,2020/3/23 22:14
74,铭记，64！8701！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709544&idx=1&sn=f78cc4bf6ad9a7d7227d5bb0e9b4d66b&chksm=8bd05e01bca7d717ea3d3042a815f13262894d89498de7a30df5fd1037097ec8309c91650d5e#rd,2020/3/23 19:41
75,我在武汉当医院院长,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709528&idx=1&sn=b1333ce3ed1ce8c971d59d850aa9ce48&chksm=8bd05e31bca7d7274b754668dcfc01a41a6aff59b43be94a5b2de4b46a978886e3c5a1222ed6#rd,2020/3/23 14:21
76,最美的防护服，送最可爱的人,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709508&idx=1&sn=98531d706f86877fe3bb05a45ffa4cec&chksm=8bd05e2dbca7d73b74e1a51f60f878a581d837e4fb15db6392ec5f89fadd6c93c83203d792a5#rd,2020/3/23 9:58
77,我有樱花，你有故事吗？,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709506&idx=1&sn=64bd2cc43801bb83b49bd9af599c75ff&chksm=8bd05e2bbca7d73d46103a0cb0ebc712c1f7f5fd5f8dfa16776e9c098b78d7850e66650573aa#rd,2020/3/22 20:59
78,“樱”为你自豪！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709504&idx=1&sn=ed9bbb1c02877251b493279b1ffc2d69&chksm=8bd05e29bca7d73f31e0b7c44f9980d3f02c1ea019db5f8e686e2e7469743afaa03721b3cce6#rd,2020/3/22 18:10
79,任超，新冠疫苗人体注射志愿者,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709485&idx=1&sn=daa1ea250e190398f3d6c5686f25344e&chksm=8bd05e44bca7d75220435332623d8d90a7c6efd1cdece1b772fcc8c2382a2cdc97dc88dfa662#rd,2020/3/22 13:58
80,@援鄂医疗队，请接受这座城市的敬礼,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709435&idx=1&sn=09904b2e4060e94ef0e29a3a8a99ad73&chksm=8bd05f92bca7d6845c59f771a6b888fab904c9fd6189b18dd302acc58eee0ad5023501ddb6c7#rd,2020/3/22 9:56
81,这场樱花雨，绝美！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709427&idx=1&sn=bc519e61241a16dc1e8aff3aef8b5f22&chksm=8bd05f9abca7d68c717fa8ca16f16baf6a04c432dbc2a043f7051cf1b7e124079a308c2b5fdc#rd,2020/3/21 22:20
82,中国，正在亮起来,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709392&idx=1&sn=4010893979a710ab13ba67ebe19bb4aa&chksm=8bd05fb9bca7d6afb5a39a8860e04c43a018dac727043eab5dc03c76f8ec721a9aaa45bed234#rd,2020/3/21 18:21
83,武大樱花的前世今生,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709374&idx=1&sn=353065fcf4f14024dcd8035d12a72679&chksm=8bd05fd7bca7d6c1c68321c6a511ab88208ff1b6519c0dbbe4632ce3ba639ca3f14d85383628#rd,2020/3/21 12:07
84,TA是这样的雷神山！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709337&idx=1&sn=586d475ee6c5b1ff20b5a50653d8f8a6&chksm=8bd05ff0bca7d6e6e7514b682afa803cc879f223670c3134f5aee91d6957331a333a63f0b3e9#rd,2020/3/20 20:32
85,珞珈无所有，“云”赠一枝樱,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709334&idx=1&sn=bf573196b6e3e9553c66099f37fcfbf4&chksm=8bd05fffbca7d6e9a0ef1da19f017acf2cd926817b2d6adf6d7b5e8b968acf4081b746a9ba99#rd,2020/3/20 17:35
86,你看，整座城市都在拼,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709306&idx=1&sn=95da168c2910fe827fb0b8ab0301430d&chksm=8bd05f13bca7d6053d54d66fc2c594d837828deb2c6fd7779e3c8f594ab491cbfb590f57000f#rd,2020/3/20 13:12
87,春分 | 武大樱花十二时辰,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709297&idx=1&sn=6930b666a93cccfb46871a2b811d7098&chksm=8bd05f18bca7d60e804240149255e3a9e1c485c82793d8985158a3e1b88177bb13445fc8b668#rd,2020/3/20 9:50
88,12楼没有新闻,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709264&idx=1&sn=68f722271daac847c9fd533414eead18&chksm=8bd05f39bca7d62f048f49c4a542939987caaaeb3935d9a4d4be725e435fdc4da14b262a68d3#rd,2020/3/19 20:22
89,樱，樱，樱,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709259&idx=1&sn=ff0ac76067b24e1792d988af2e14f37a&chksm=8bd05f22bca7d63494ae12508641a86b18a7f0c4d128c4f7dc2b2f7a8e9febbf255188af0610#rd,2020/3/19 16:52
90,战疫、抗疫与和疫 | 武大战疫视频公开课③,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709254&idx=1&sn=2350e0944d489fc97aa07afc1adb7f0a&chksm=8bd05f2fbca7d6399b04275b367534384c2d03a108f5af14e4e5cd568439d4eff11118e25fb1#rd,2020/3/19 13:30
91,武汉，0！0！0！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709249&idx=1&sn=7b84ed6d78231c524dd8c21dc40dcf70&chksm=8bd05f28bca7d63e4dc297dfc9905132bd09a314649dc49347bdf95d6274a0d8b6de03f2a8ae#rd,2020/3/19 9:35
92,请深深地，记住他的模样,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709211&idx=1&sn=463adcae69ffe049d3ac01226a7a9e2e&chksm=8bd05f72bca7d664f818044bd4f8e948f8e38934b8ed2a878376978bd7bbec77294908321241#rd,2020/3/18 20:28
93,32句感谢和1句邀请，不见不散,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709205&idx=1&sn=9993be1b6f7af8fef85fad9f5cd1176f&chksm=8bd05f7cbca7d66ad1df1a7610021919541308de8b205fb9f1883a855f5b7869c9f50f25de6e#rd,2020/3/18 17:37
94,GPA3.1到3.92，这位医学生经历了什么,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709186&idx=1&sn=917d17358ce176e8125deb24f5926d4b&chksm=8bd05f6bbca7d67d9d6ef8942de65000e683be25a6959d01d5e6e4599c589e8867cfe07e541a#rd,2020/3/18 14:15
95,武大限定樱花味，你pick哪一款？,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709182&idx=1&sn=7847b551f93d3a1db85dc758ed1efac5&chksm=8bd05097bca7d9812516031391193494e03a0cce073c52de969b4c3192162ff4a3a78583dffc#rd,2020/3/18 9:58
96,谢谢你们，为我们拼过命！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709180&idx=1&sn=3a1b98697c0a385e2a8617cf2ff61078&chksm=8bd05095bca7d9832e2a42845b95f78c280e2f37f4402b8b700d0f337376428928b472c06cc0#rd,2020/3/17 22:42
97,这一次，换我们来相助,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709168&idx=1&sn=b40c88c08197d505045f74a4316faed0&chksm=8bd05099bca7d98f0a3856784c6a39f71973874a3a98b213db85329705b2dd43ce4c202b7581#rd,2020/3/17 17:25
98,53天奋战，“清零”！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709163&idx=1&sn=621b3207a172b590ec0b732d58bc046f&chksm=8bd05082bca7d9941da3ce91e206d3a84a677d557d6ff3efbfd55439dbaf967c307259799487#rd,2020/3/17 12:47
99,云游武大，即刻启程,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709155&idx=1&sn=a06e6a10ada6341948aec76ba8812aa7&chksm=8bd0508abca7d99cac5e049b63a63e995f4b13c22551a3219c339f2278a76081a07db68ec25b#rd,2020/3/17 9:41
,title,link,create_time
0,追忆我的老师：“大地之星”宁津生,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709153&idx=1&sn=36a9d47fcc6e73e3f6d67a664687176a&chksm=8bd05088bca7d99e1fc773230ebcf5af68d457274d733a7d0dc4511b5277ca48ea6c2f7f62e9#rd,2020/3/16 23:33
1,樱，为你！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709138&idx=1&sn=0eaaa3fa32fa5f85765a25a759270427&chksm=8bd050bbbca7d9adb627e2bf544aa3fc0104b937e2419936daa7073b65e1e1524828bcf4429d#rd,2020/3/16 19:50
2,武大ESI上榜学科数位列内地高校第七,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709136&idx=1&sn=54444460bf3c56713ebd3998a9d1db5d&chksm=8bd050b9bca7d9af36f4a7afda940e79686068bedfa076acc06b34f7dc96b32e4653c6d47812#rd,2020/3/16 17:53
3,催泪连线赵领超,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709126&idx=1&sn=a1e97f6756e6d447e24009af70fc323d&chksm=8bd050afbca7d9b9954bbf38e3538ee0eeb78d4b226dbed4a67b3d4e2dd0b8d55214053460a2#rd,2020/3/16 13:42
4,2020武大“云赏樱”通道来啦,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709123&idx=1&sn=7705a811e49f835bdf53841bacabecd8&chksm=8bd050aabca7d9bc2f14dbcde79a715ca5a020b7c1e91525c8fcb581421f5755d78af36b875a#rd,2020/3/16 8:39
5,深切悼念丨著名大地测量学家和教育家宁津生院士逝世,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709111&idx=1&sn=833d1cdbae71373be604b94ba6777423&chksm=8bd050debca7d9c8c574676f69227a2e5eb41fb79c9a3342860864694fa4d43366174ea821ab#rd,2020/3/15 21:42
6,虎妞柯洁,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709100&idx=1&sn=9647dc8eb25a83d2dacd2c9d7c602bb7&chksm=8bd050c5bca7d9d349390fdb30ffaa1950ee1c97ece12d3cac8997da1cb5a2bf3f3c2d49562b#rd,2020/3/15 17:32
7,武大樱花，开了！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709079&idx=1&sn=14d486cb3423f533f9f6c588f6e0bf52&chksm=8bd050febca7d9e83bdd69d5e195c4eea70c5496cacf2ea9339650797eb3521af8fb4d32b7d4#rd,2020/3/15 11:59
8,艾路明：向难向善方本色,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709029&idx=1&sn=fca4490c8dc2605d153e19de6d7adac1&chksm=8bd0500cbca7d91a684be34d549c2699d056774aa20256d8abd637c8bd9f1b624d192b393897#rd,2020/3/15 9:14
9,工学部7舍532，被学霸们点亮啦,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655709005&idx=1&sn=b468ed8a37cd839d7c0dfe81f65540dd&chksm=8bd05024bca7d932a26e999fc9899ca26a9cd16781a8fd4b69485d2ee7a44681ea07ea572634#rd,2020/3/14 19:34
10,真的英雄！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655708985&idx=1&sn=fc62f5e05abf00abcddd1be35519b726&chksm=8bd05050bca7d94627f5e60286cf30546f9e1eacc5bba0c7b6e16589e589bbf62b5ac553a57e#rd,2020/3/14 14:37
11,陈东升：大师兄的情怀与担当,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655708971&idx=1&sn=47765415352a8d65bbd6ebb70da3987a&chksm=8bd05042bca7d9542b95222a86cdd13318de6e95d7e4efb38c1da65b5586296374c9c0531a60#rd,2020/3/14 10:16
12,深夜高能预警，开屏暴击！,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655708965&idx=1&sn=0dd8b95b5aeb233f06e45d0e64e37407&chksm=8bd0504cbca7d95afd3a05fc817e77b5616eb5b7e190d6b6dde9a0c57f74de939c4f1e08c5b4#rd,2020/3/13 22:30
13,珞珈好青年，越是艰险越向前,http://mp.weixin.qq.com/s?__biz=MzA5MjM3MzUxMA==&mid=2655708962&idx=1&sn=1f9dccbdf784871b4c45a8c4235dc9bb&chksm=8bd0504bbca7d95dbf5ff2b7eef557d857091f564703be6b8d010623057cb8d81e705c5a702b#rd,2020/3/13 20:07
